,BLOCK,LOT,CD,CT2010,CB2010,ZipCode,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,LotType,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,Tract2010,XCoord,YCoord,SHAPE_Leng,SHAPE_Area
1394,400,59,103,32,6001,10009,2,2404,7904,800,7104,0,800,0,0,0,0,1,5,5,6,25,96.17,25,96,5,9548,33785,0,0,1913,0,0,3.29,3,0,3,1,32,988666,203113,256.7839087,2553.27248
1395,400,61,103,32,6001,10009,4,2388,8045,500,7545,0,500,0,0,0,0,1,6,11,12,24.83,96.17,25,55,5,225000,1086750,0,0,1900,0,0,3.37,3,0,3,1,32,988623,203137,258.5879393,2646.735809
1396,401,20,103,32,6000,10009,2,2425,6750,1200,5550,0,1200,0,0,0,0,1,5,8,9,25,97,25,54,5,20066,69894,0,0,1900,1982,0,2.78,3,0,3,1,32,988967,203346,245.5409959,2418.974618
1397,401,22,103,32,6000,10009,2,2401,6860,0,6860,0,0,0,0,0,0,1,5,10,10,24.75,97,25,54,5,19299,69911,14100,14100,1900,1985,0,2.86,3,0,3,1,32,989011,203322,245.2177873,2403.094164
1398,401,23,103,32,6000,10009,2,2434,6834,0,6834,0,0,0,0,0,0,1,5,17,18,25.08,97,25.08,54,5,90000,776700,0,0,1900,0,0,2.81,3,0,3,1,32,989033,203310,247.9950956,2539.343746
1399,401,26,103,32,6000,10009,2,2425,6935,0,6935,0,0,0,0,0,0,1,5,8,8,25,97,25,54,5,120660,435006,120660,435006,1900,1994,0,2.86,3,0,3,1,32,989098,203274,249.459375,2611.194961
1400,401,27,103,32,6000,10009,2,1896,5876,1000,4876,0,1000,0,0,0,0,1,5,8,9,22.25,97.17,22.25,54,5,10338,44996,0,0,1900,0,0,3.1,3,0,3,1,32,989120,203265,236.4148911,1964.89282
1401,401,28,103,32,6000,10009,2,1957,6200,0,6200,0,0,0,0,0,0,1,5,10,10,23.08,97,23,54,5,17340,62402,0,0,1920,2005,0,3.17,3,0,3,1,32,989137,203256,235.2699689,1870.837294
1402,401,30,103,32,6000,10009,2,2523,11592,0,11592,0,0,0,0,0,0,1,6,13,13,23,97,23,84,5,166500,949500,0,0,1920,1983,0,4.59,3,0,3,1,32,989177,203228,247.2200939,2491.031393
1403,401,42,103,32,6000,10009,4,2402,10728,1000,9728,0,1000,0,0,0,0,1,6,22,24,24.75,97,25,82,5,540000,1451700,0,0,1900,1959,0,4.47,3,0,3,1,32,989130,203143,255.7112811,2699.28476
1404,401,48,103,32,6000,10009,2,2426,6800,800,6000,0,800,0,0,0,0,1,5,8,9,25,97,25,54,5,24778,130289,0,0,1900,1988,0,2.8,3,0,3,1,32,989007,203211,249.6640281,2393.376252
1405,401,52,103,32,6000,10009,2,2426,6870,0,6870,0,0,0,0,0,0,1,5,8,9,25,97,25,54,5,44684,160820,0,0,1900,0,0,2.83,3,0,3,1,32,988919,203259,251.5810428,2490.37142
1406,401,60,103,32,6000,10009,2,2426,6185,1000,5185,0,1000,0,0,0,0,1,5,8,9,25,97,25,48,5,22684,96501,0,0,1900,1946,0,2.55,3,0,3,1,32,988743,203356,253.2825491,2576.437527
1407,402,3,103,32,7002,10009,5,8100,16200,16200,0,0,16200,0,0,0,0,1,2,0,1,108.08,75,108,73,5,405000,703800,0,0,1925,2013,0,2,4,0,4,1,32,988822,203653,367.0521069,8180.522669
1408,402,11,103,32,7002,10009,3,9488,41600,0,41600,0,0,0,0,0,0,1,5,79,79,100,90.83,100,76,5,783000,3576150,0,0,1925,1963,2010,4.38,3,0,3,1,32,988922,203651,384.3553084,9221.584302
1409,402,19,103,32,7002,10009,3,4544,17750,0,17750,0,0,0,0,0,0,1,5,39,39,50,90.83,50,75,5,450000,1599750,0,0,1925,1963,0,3.91,3,0,3,1,32,989074,203567,284.6493022,4599.917398
1410,402,23,103,32,7002,10009,3,6815,20382,500,19882,500,0,0,0,0,0,1,5,32,33,75,90.83,75,53,5,382500,1712250,0,0,1915,1985,0,2.99,3,0,3,1,32,989151,203525,336.3058377,6994.371269
1411,402,25,103,32,7002,10009,2,2271,6794,0,6794,0,0,0,0,0,0,1,5,14,14,25,90.83,25,53,5,156600,569700,0,0,1900,0,0,2.99,3,0,3,1,32,989195,203501,234.8012747,2289.306839
1412,402,27,103,32,7002,10009,2,1817,6150,0,6150,0,0,0,0,0,0,1,5,9,9,20,90.83,20,60,5,22779,82053,0,0,1900,0,0,3.38,3,0,3,1,32,989233,203480,228.4859807,1996.564626
1413,402,32,103,32,7002,10009,4,2560,10270,1000,9270,0,1000,0,0,0,0,1,6,16,18,28.08,90.83,28,76,5,199800,713700,0,0,1900,0,0,4.01,4,0,4,1,32,989326,203428,241.8880021,2617.817014
1414,402,36,103,32,7002,10009,2,1919,7810,1000,6810,0,1000,0,0,0,0,1,5,8,10,29.75,64.5,30,52,5,17551,72368,0,0,1900,1983,0,4.07,4,0,4,1,32,989368,203405,195.7426344,2079.9076
1415,402,39,103,32,7002,10009,2,1654,7527,500,7027,0,500,0,0,0,0,1,6,5,6,24.67,70,24.67,60,5,127559,427096,127559,427096,1900,1994,0,4.55,4,0,4,1,32,989344,203365,195.2753024,1734.827131
1416,402,42,103,32,7002,10009,4,1400,1839,839,1000,839,0,0,0,0,0,1,2,1,2,20,70,20,46,5,14600,29721,0,0,1901,0,0,1.31,4,0,4,1,32,989314,203313,188.596097,1561.205678
1417,402,43,103,32,7002,10009,4,1552,5016,1000,4016,0,1000,0,0,0,0,2,5,6,8,22.17,70,22,70,3,259837,342018,0,0,1900,1981,2000,3.23,4,0,4,1,32,989303,203294,189.7213877,1600.555813
1418,402,44,103,32,7002,10009,2,1820,7083,800,6283,0,800,0,0,0,0,1,5,8,9,20,90.83,20,91,5,7096,28927,0,0,1930,0,0,3.89,4,0,4,1,32,989280,203348,223.8775031,1741.128932
1419,402,45,103,32,7002,10009,3,4186,16384,0,16384,0,0,0,0,0,0,5,6,22,22,46,90.83,45,90,5,225000,1950750,0,1723305,1900,2003,0,3.91,3,0,3,1,32,989252,203363,279.8729066,4352.438668
1420,402,48,103,32,7002,10009,2,2271,7235,600,6635,0,600,0,0,0,0,1,5,5,7,25,90.83,25,56,5,16119,57376,13826,13826,1900,0,0,3.19,3,0,3,1,32,989194,203395,238.9640142,2444.609171
1421,402,51,103,32,7002,10009,2,2271,8200,0,8200,0,0,0,0,0,0,1,5,14,14,25,90.83,25,56,5,62100,638100,0,0,1915,2009,2011,3.61,3,0,3,1,32,989128,203431,236.3104886,2320.863364
1422,402,52,103,32,7002,10009,2,2272,7158,0,7158,0,0,0,0,0,0,1,5,12,12,25,90.83,25,56,5,135000,574200,0,0,1911,1988,0,3.15,3,0,3,1,32,989106,203444,241.1456097,2546.355518
1423,402,53,103,32,7002,10009,2,2271,6854,1000,5854,0,1000,0,0,0,0,1,5,8,9,25,90.83,25,54,5,21347,74812,1392,1392,1920,0,0,3.02,3,0,3,1,32,989083,203456,233.0729046,2169.867673
1424,402,54,103,32,7002,10009,2,2272,7268,0,7268,0,0,0,0,0,0,1,5,5,5,25,90.83,25,54.83,5,34184,95028,0,60460,1900,1993,0,3.2,3,0,3,1,32,989062,203468,237.4230824,2372.747322
1425,402,59,103,32,7002,10009,2,2115,6270,1000,5270,0,1000,0,0,0,0,1,5,8,9,23.25,90.83,23,54,5,10674,45852,0,0,1920,1988,0,2.96,3,0,3,1,32,988951,203529,231.9513375,2117.569759
1426,402,63,103,32,7002,10009,2,2272,7288,1000,6288,0,1000,0,0,0,0,1,5,8,9,25,90.83,25,53,5,10929,45852,0,0,1900,1944,0,3.21,3,0,3,1,32,988865,203576,236.6463267,2336.520842
1427,404,1,103,34,2001,10009,1,1510,4520,0,4520,0,0,0,0,0,0,1,4,2,2,20,75.5,20,76,5,24820,51752,0,0,1900,0,0,2.99,4,0,4,1,34,989315,204544,194.8926364,1520.482909
1428,404,4,103,34,2001,10009,4,3020,15162,2400,12762,0,2400,0,0,0,0,1,6,25,27,40,75.5,40,76,3,405000,926100,0,0,1920,0,0,5.02,4,0,4,1,34,989340,204589,239.1704803,3264.802799
1429,404,5,103,34,2001,10009,2,1520,3779,0,3779,0,0,0,0,0,0,1,4,5,5,19,80,19,50,5,13166,67090,0,0,1900,0,0,2.49,4,0,4,1,34,989372,204548,202.3000378,1511.068418
1430,404,10,103,34,2001,10009,2,1875,6175,0,6175,0,0,0,0,0,0,1,5,20,20,25,75,25,50,5,144900,298800,141918,141918,1929,1988,0,3.29,4,0,4,1,34,989460,204502,207.8588013,2010.533708
1431,404,11,103,34,2001,10009,2,1939,5375,0,5375,0,0,0,0,0,0,1,4,8,8,25,77.5,25,72,5,53389,193072,7050,7050,1929,1986,0,2.77,4,0,4,1,34,989480,204488,211.1367344,1915.328857
1432,404,13,103,34,2001,10009,2,2370,10674,0,10674,0,0,0,0,0,0,1,6,13,13,25,94.75,25,78,5,31950,955800,14100,14100,1900,1989,0,4.5,4,0,4,1,34,989521,204458,244.5716394,2467.96507
1433,404,16,103,34,2001,10009,2,3555,13476,0,13476,0,0,0,0,0,0,1,6,23,23,37.5,94.75,38,80,5,405000,1372950,0,0,1900,0,0,3.79,4,0,4,1,34,989580,204425,267.9279611,3591.113727
1434,404,17,103,34,2001,10009,4,2614,9140,500,8640,0,500,0,0,0,0,1,5,18,20,25,104.5,25,86,5,225000,793800,0,0,1900,0,0,3.5,4,0,4,1,34,989605,204404,269.7739794,2775.051914
1435,404,26,103,34,2001,10009,2,2370,8010,0,8010,0,0,0,0,0,0,1,5,10,10,25,94.75,25,78,5,94943,342732,17625,17625,1928,1986,0,3.38,4,0,4,1,34,989783,204312,241.6782704,2289.653352
1436,404,30,103,34,2001,10009,2,1750,6230,1000,5230,0,1000,0,0,0,0,1,5,8,10,25,70,25,70,5,30616,66843,0,0,1900,1986,0,3.56,4,0,4,1,34,989840,204262,198.4782657,1952.724036
1437,404,32,103,34,2001,10009,2,1365,5025,600,4425,0,600,0,0,0,0,1,5,8,9,19.5,70,20,50,5,15304,48568,0,0,1900,0,0,3.68,4,0,4,1,34,989818,204221,183.8022705,1422.999902
1438,404,33,103,34,2001,10009,4,1750,7050,1500,5550,0,1500,0,0,0,0,1,5,12,14,25,70,25,70,3,225000,983250,0,0,1900,1987,0,4.03,4,0,4,1,34,989815,204169,200.6509697,1998.147524
1439,404,34,103,34,2001,10009,4,1400,5153,1010,4143,0,0,0,0,0,1010,1,5,4,5,20,70,25,50.5,5,35089,36420,0,0,1900,2012,2014,3.68,4,0,4,1,34,989793,204181,189.7992199,1602.334418
1440,404,35,103,34,2001,10009,2,1750,6685,1000,5685,0,1000,0,0,0,0,1,5,8,10,25,70,25,50,5,21973,93823,0,0,1900,1986,2014,3.82,4,0,4,1,34,989774,204192,191.486225,1663.843168
1441,404,36,103,34,2001,10009,4,2370,8806,1000,7806,0,1000,0,0,0,0,1,5,7,9,25,94.75,25,80,5,108079,339027,0,0,1900,1988,0,3.72,4,0,4,1,34,989758,204215,248.1302141,2582.883555
1442,404,37,103,34,2001,10009,4,2369,6890,1200,5690,0,1200,0,0,0,0,1,5,8,10,25,94.75,25,78,5,38020,93823,0,0,1900,1986,0,2.91,4,0,4,1,34,989736,204227,243.2458919,2344.591826
1443,404,41,103,34,2001,10009,2,2369,7100,0,7100,0,0,0,0,0,0,1,5,10,10,25,94.75,25,60,5,34829,125478,0,0,1910,1984,2013,3,4,0,4,1,34,989649,204276,245.2018602,2439.996197
1444,404,42,103,34,2001,10009,2,2369,6990,0,6990,0,0,0,0,0,0,1,5,10,10,25,94.75,25,57,5,32116,115833,0,0,1900,0,0,2.95,4,0,4,1,34,989627,204288,244.7690136,2418.823984
1445,404,43,103,34,2001,10009,2,2370,11000,0,11000,0,0,0,0,0,0,2,5,18,18,25,94.75,25,44,5,112500,838800,0,0,1900,1987,0,4.64,4,0,4,1,34,989605,204300,247.115418,2533.367429
1446,404,45,103,34,2001,10009,2,2126,9330,0,9330,0,0,0,0,0,0,1,5,10,10,25,85,25,78,5,45583,164139,0,0,1930,0,0,4.39,4,0,4,1,34,989558,204319,219.1647783,2089.430201
1447,404,46,103,34,2001,10009,2,2369,5377,0,5377,0,0,0,0,0,0,1,4,5,5,25,94.75,25,50,5,24744,125495,0,0,1900,1987,2011,2.27,4,0,4,1,34,989539,204336,246.0728317,2482.540976
1448,404,48,103,34,2001,10009,3,2369,9348,0,9348,0,0,0,0,0,0,1,6,12,12,25,94.75,25,84,5,114300,977400,0,0,1920,1989,2011,3.95,4,0,4,1,34,989496,204360,243.5692856,2360.324507
1449,404,49,103,34,2001,10009,2,2370,9475,0,9475,0,0,0,0,0,0,1,5,5,5,25,94.75,25,69,5,51503,139974,7050,7050,1900,1985,0,4,4,0,4,1,34,989474,204373,246.2003438,2488.734665
1450,404,50,103,34,2001,10009,2,2370,7950,0,7950,0,0,0,0,0,0,1,4,10,10,25,94.75,25,74,5,32016,115490,4700,4700,1900,1987,0,3.35,4,0,4,1,34,989452,204385,246.3019379,2493.690581
1451,404,51,103,34,2001,10009,2,2801,10080,0,10080,0,0,0,0,0,0,1,4,10,10,25,112,25,88,5,29311,135149,0,0,1900,0,0,3.6,4,0,4,1,34,989433,204403,272.9363502,2740.55256
1452,404,52,103,34,2001,10009,2,2863,5500,0,5500,0,0,0,0,0,0,1,4,5,5,25,114.5,25,54,5,23784,120668,0,0,1900,0,0,1.92,4,0,4,1,34,989413,204418,281.0558827,2843.226409
1453,404,53,103,34,2001,10009,2,2795,5556,0,5556,0,0,0,0,0,0,1,4,5,5,25,114.5,25,70,5,22798,115841,0,0,1900,0,0,1.99,4,0,4,1,34,989390,204428,283.9930942,2936.721023
1454,404,56,103,34,2001,10009,2,2610,4530,0,4530,0,0,0,0,0,0,1,4,4,4,23.83,109.5,24,54,5,24818,125981,0,0,1900,2005,0,1.74,4,0,4,1,34,989324,204464,271.7559687,2642.175298
1455,404,59,103,34,2001,10009,4,1446,7230,1200,6030,0,1200,0,0,0,0,2,5,4,5,24,60.25,24,55,3,33331,168862,0,0,1900,1983,0,5,4,0,4,1,34,989248,204478,176.1914153,1612.442437
1456,405,5,103,34,2000,10009,2,4918,15392,0,15392,0,0,0,0,0,0,4,4,32,32,51.5,95.5,26,45,5,405000,1288800,0,0,1920,1987,0,3.13,4,0,4,1,34,989449,204766,296.2954786,4950.762929
1457,405,7,103,34,2000,10009,4,1738,6050,1000,5050,0,1000,0,0,0,0,1,5,8,9,25.75,67.5,26,45,5,12299,97254,0,0,1920,1988,0,3.48,4,0,4,1,34,989456,204807,193.5361478,1897.412467
1458,405,8,103,34,2000,10009,4,1755,8775,1200,7575,0,1200,0,0,0,0,1,5,12,14,26,67.5,26,68,3,67500,462150,0,0,1920,1988,0,5,4,0,4,1,34,989469,204832,195.0142251,1952.369836
1459,405,9,103,34,2000,10009,2,1449,6300,0,6300,0,0,0,0,0,0,1,5,10,10,28,51.75,28,44,5,19965,72391,0,0,1900,0,0,4.35,4,0,4,1,34,989505,204796,166.4240171,1536.495706
1460,405,12,103,34,2000,10009,4,3872,15428,2500,12928,0,2500,0,0,0,0,1,6,28,30,37.5,103.25,38,89,5,382050,1176750,0,0,1930,1987,0,3.98,4,0,4,1,34,989555,204740,287.9126233,3982.438038
1461,405,13,103,34,2000,10009,4,2581,10090,800,9290,0,0,0,0,0,800,1,5,20,22,25,103.25,25,90,5,135000,652500,0,0,1920,2009,0,3.91,4,0,4,1,34,989582,204725,263.2971007,2666.215186
1462,405,14,103,34,2000,10009,2,2581,9730,0,9730,0,0,0,0,0,0,1,5,20,20,25,103.25,25,86,5,135000,780750,0,0,1920,1980,0,3.77,4,0,4,1,34,989604,204712,263.3810603,2667.23926
1463,405,15,103,34,2000,10009,2,2581,9730,0,9730,0,0,0,0,0,0,1,5,20,20,25,103.25,25,86,5,135000,600750,0,0,1920,0,0,3.77,4,0,4,1,34,989626,204700,264.7582327,2737.236687
1464,405,16,103,34,2000,10009,2,2581,9730,0,9730,0,0,0,0,0,0,1,5,20,20,25,103.25,25,91.25,5,294300,1506600,0,0,1900,0,0,3.77,4,0,4,1,34,989648,204688,263.7602194,2680.485225
1465,405,31,103,34,2000,10009,4,2882,11924,1800,10124,0,1800,0,0,0,0,2,5,16,17,44,65.5,19,54,5,180000,1355400,0,0,1900,1990,0,4.14,4,0,4,1,34,989982,204514,224.611639,3063.808881
1466,405,42,103,34,2000,10009,2,4728,10000,0,10000,0,0,0,0,0,0,1,5,15,15,45,103.25,45,43.75,5,160650,405000,0,243360,1900,1991,0,2.12,4,0,4,1,34,989802,204482,307.6486726,4843.737193
1467,405,44,103,34,2000,10009,3,2581,12248,0,12248,0,0,0,0,0,0,0,8,20,20,25,103.25,25,68,5,200538,596538,0,0,2013,2013,0,4.75,4,0,4,1,34,989771,204498,262.0465774,2650.541432
1468,405,46,103,34,2000,10009,2,2581,11448,0,11448,0,0,0,0,0,0,1,6,14,14,25,103.25,25,88,5,58050,994050,0,0,1920,1987,0,4.44,4,0,4,1,34,989727,204522,263.9593871,2751.943372
1469,405,51,103,34,2000,10009,2,5163,10585,0,10585,0,0,0,0,0,0,1,5,12,12,50,103.25,25,90,5,66600,568350,66600,435413,1910,1978,0,2.05,4,0,4,1,34,989607,204589,308.7084801,5124.101802
1470,405,57,103,34,2000,10009,2,2581,7375,0,7375,0,0,0,0,0,0,1,5,8,8,25,103.25,25,57,5,93602,337129,0,0,1910,1985,0,2.86,4,0,4,1,34,989487,204656,263.0211295,2702.212649
1471,406,1,103,34,1001,10009,2,1486,5496,1000,4496,0,1000,0,0,0,0,1,4,6,8,28.67,51.83,29,51,3,11533,186535,0,0,1910,2009,0,3.7,4,0,4,1,34,989503,204907,159.7477106,1460.70812
1472,406,4,103,34,1001,10009,2,2472,9037,2130,6907,2130,0,0,0,0,0,1,6,15,16,25.75,96,26,86,5,267750,769500,0,0,1910,1987,2013,3.66,4,0,4,1,34,989560,204965,245.2002567,2545.871487
1473,406,8,103,34,1001,10009,4,2496,11643,1500,10143,0,1500,0,0,0,0,1,5,18,19,26,96,26,96,3,90000,684900,0,0,1900,0,0,4.66,4,0,4,1,34,989612,205058,248.5466366,2712.660719
1474,406,9,103,34,1001,10009,4,3872,16002,1000,15002,0,1000,0,0,0,0,1,6,27,29,37.5,103.25,38,90,5,112500,1621800,0,0,1900,1986,0,4.13,4,0,4,1,34,989652,204991,291.6094222,4143.945927
1475,406,13,103,34,1001,10009,2,2581,8055,1000,7055,0,1000,0,0,0,0,2,5,13,14,25,103.25,25,46,5,40950,463500,40950,259920,1900,0,0,3.12,4,0,4,1,34,989733,204946,263.8585736,2661.188848
1476,406,18,103,34,1001,10009,2,2581,10405,0,10405,0,0,0,0,0,0,1,5,20,20,25,103.25,25,82,5,34650,848700,32900,32900,1925,1982,0,4.03,4,0,4,1,34,989843,204885,264.0390001,2675.513728
1477,406,19,103,34,1001,10009,6,2581,1875,1875,0,0,0,0,0,0,1875,1,1,0,1,25,103.25,25,82,5,92700,198000,0,0,1914,1977,0,0.73,4,0,4,1,34,989864,204873,263.7622997,2661.645032
1478,406,23,103,34,1001,10009,3,2581,13260,0,13260,0,0,0,0,0,0,0,6,6,7,25,103.25,25,88,5,200538,200538,0,0,2013,0,0,5.14,4,0,4,1,34,989952,204825,263.9234544,2674.036604
1479,406,27,103,34,1001,10009,2,2468,10888,0,10888,0,0,0,0,0,0,1,6,11,11,35.25,70,35.25,60,5,90000,632250,90000,536440,1900,0,0,4.41,4,0,4,1,34,990043,204793,220.8507535,2687.233001
1480,406,34,103,34,1001,10009,4,4898,11719,1100,10619,0,1100,0,0,0,0,7,5,24,27,39.17,130.25,26,48,5,135000,785700,0,0,1900,1987,0,2.39,4,0,4,1,34,990059,204715,359.2085689,5100.054246
1481,406,35,103,34,1001,10009,4,1110,3228,800,2428,0,800,0,0,0,0,1,4,3,4,18.5,60,19,60,5,7223,40697,0,0,1929,0,0,2.91,4,0,4,1,34,990073,204672,164.9945412,1179.869884
1482,406,42,103,34,1001,10009,4,3622,11951,500,11451,0,500,0,0,0,0,2,5,19,20,35.08,103.25,35,66,5,495000,1076400,0,0,1900,1987,0,3.3,4,0,4,1,34,989983,204685,285.0555744,3849.699689
1483,406,50,103,34,1001,10009,2,5160,23172,0,23172,0,0,0,0,0,0,2,6,48,48,49.92,103.25,49.11,89,5,270000,1088100,270000,702401,1901,1986,0,4.49,4,0,4,1,34,989824,204774,312.3843589,5302.472466
1484,406,53,103,34,1001,10009,4,2891,10930,1100,9830,0,1100,0,0,0,0,1,5,18,20,28,103.25,28,82,5,153000,675000,0,0,1900,1985,0,3.78,4,0,4,1,34,989771,204803,266.8391579,2881.363187
1485,406,57,103,34,1001,10009,4,2581,9309,1200,8109,0,1200,0,0,0,0,2,5,20,22,25,103.25,25,52,5,360000,1156050,0,0,1900,1985,0,3.61,4,0,4,1,34,989682,204852,262.3444924,2642.370651
1486,406,59,103,34,1001,10009,4,2581,9625,1000,8625,0,1000,0,0,0,0,2,5,18,19,25,103.25,25,50,5,135000,874350,0,0,1900,0,0,3.73,4,0,4,1,34,989638,204877,263.3485047,2695.703723
1487,406,60,103,34,1001,10009,2,2581,8458,0,8458,0,0,0,0,0,0,1,4,12,12,25,103.25,0,0,5,425700,1169100,0,0,1900,0,0,3.28,4,0,4,1,34,989616,204889,262.0494714,2626.754677
1488,406,61,103,34,1001,10009,2,2581,8750,0,8750,0,0,0,0,0,0,2,5,13,13,25,103.25,25,50,5,135000,797400,11750,11750,1900,1985,0,3.39,4,0,4,1,34,989594,204901,263.6154195,2710.016136
1489,406,62,103,34,1001,10009,4,1139,3574,800,2774,0,800,0,0,0,0,1,4,3,4,22,51.75,22,40,5,26662,157370,0,0,1910,1988,0,3.14,4,0,4,1,34,989561,204889,150.9015366,1175.918023
1490,406,63,103,34,1001,10009,4,1147,3602,800,2802,0,800,0,0,0,0,1,4,3,4,22.17,51.75,22,40,5,26207,157370,0,0,1910,1988,0,3.14,4,0,4,1,34,989541,204900,152.1759311,1187.39921
1491,407,25,103,34,1000,10009,4,2581,7246,1200,6046,0,1200,0,0,0,0,1,5,15,17,25,103.25,25,68,5,135000,898650,0,0,1900,1987,0,2.81,4,2,4,1,34,990102,205045,264.9310296,2686.642113
1492,407,26,103,34,1000,10009,4,2581,7066,800,6266,0,800,0,0,0,0,1,5,14,16,25,103.25,25,54,5,70650,392850,0,0,1920,1981,2009,2.74,4,2,4,1,34,990124,205033,264.9726392,2687.158227
1493,407,32,103,34,1000,10009,4,4172,15174,1500,13674,0,1500,0,0,0,0,1,6,26,28,43.92,95,37,79,5,585000,1724400,0,0,1905,1987,0,3.64,4,2,4,1,34,990203,204944,285.0296182,4310.748871
1494,407,34,103,34,1000,10009,4,1995,4032,1000,3032,0,1000,0,0,0,0,1,4,3,4,21,95,21,48,5,20142,101831,0,0,1900,2009,0,2.02,4,2,4,1,34,990187,204915,241.5783577,2155.010393
1495,407,35,103,34,1000,10009,4,2541,5251,1200,4051,0,0,0,0,0,1200,1,4,6,8,26.75,95,27,45,5,45199,129546,0,0,1920,0,0,2.07,4,2,4,1,34,990175,204893,253.3116552,2731.799616
1496,407,40,103,34,1000,10009,2,2581,11478,0,11478,0,0,0,0,0,0,1,6,15,15,25,103.25,25,88,5,92250,1021500,0,924750,1900,1997,0,4.45,4,2,4,1,34,990095,204928,261.4566128,2683.317473
1497,407,41,103,34,1000,10009,2,2581,8270,0,8270,0,0,0,0,0,0,2,4,29,29,25,103.25,25,45,5,90000,796050,0,701550,1900,1997,0,3.2,4,2,4,1,34,990073,204940,260.4548285,2630.695882
1498,407,43,103,34,1000,10009,2,2581,9725,0,9725,0,0,0,0,0,0,1,5,12,12,25,103.25,25,90,5,116100,939150,0,811286,1900,1997,0,3.77,4,2,4,1,34,990029,204964,259.2455772,2567.25104
1499,407,45,103,34,1000,10009,2,2581,6831,2500,4331,0,2500,0,0,0,0,1,4,12,13,25,103.25,25,103,5,135000,756000,0,0,1900,1988,0,2.65,4,2,4,1,34,989985,204988,259.2072699,2565.441311
1500,407,47,103,34,1000,10009,3,3872,30893,0,30893,0,0,0,0,0,0,1,8,46,46,37.5,103.25,74,103,5,810000,4143600,0,0,2002,0,0,7.98,4,2,4,1,34,989920,205024,362.056419,7976.571003
1501,407,54,103,34,1000,10009,4,3872,16000,970,15030,970,0,0,0,0,0,1,6,27,29,37.5,103.25,38,88,5,157500,310950,0,0,1900,2011,0,4.13,4,2,4,1,34,989784,205100,285.82229,3966.446942
1502,408,2,103,18,1002,10002,4,2209,8979,1823,7156,0,1823,0,0,0,0,1,5,16,18,25.25,87.5,25,69,5,225000,829800,0,0,1920,1985,0,4.06,4,4,4,1,18,986938,200673,233.6339379,2267.176998
1503,408,3,103,18,1002,10002,4,2190,8652,1800,6852,0,1800,0,0,0,0,1,5,16,18,25,87.5,25,69,5,225000,944550,0,0,1920,1985,0,3.95,4,4,4,1,18,986947,200695,233.1101628,2243.049613
1504,408,6,103,18,1002,10002,4,2210,8594,1600,6994,0,1600,0,0,0,0,1,5,14,16,25.25,87.5,25,86,5,77400,912150,0,0,1920,2004,0,3.89,4,4,4,1,18,986975,200766,236.7989374,2413.468402
1505,408,8,103,18,1002,10002,4,1320,3520,1320,2200,0,1320,0,0,0,0,1,3,2,3,22,60,22,60,5,55479,113258,0,0,1920,2005,0,2.67,4,4,4,1,18,986977,200813,173.3893022,1496.592528
1506,408,9,103,18,1002,10002,4,1260,3327,3327,0,0,2227,0,0,0,1100,1,3,0,3,21,60,21,60,5,137250,308700,0,0,1910,0,0,2.64,4,4,4,1,18,986985,200834,167.3188718,1305.584261
1507,408,11,103,18,1002,10002,4,3630,19053,2000,17053,0,2000,0,0,0,0,1,7,22,24,41.5,87.5,42,76,5,153450,517050,0,0,1920,0,0,5.25,4,4,4,1,18,987030,200806,257.5135611,3539.700984
1508,408,13,103,18,1002,10002,4,2187,8694,1000,7694,0,1000,0,0,0,0,1,5,22,24,25,87.5,25,76,5,225000,436500,0,0,1900,1988,0,3.98,4,4,4,1,18,987060,200794,228.9532886,2271.46917
1509,408,20,103,18,1002,10002,2,2224,9694,1000,8694,0,1000,0,0,0,0,1,6,21,22,25.42,87.5,25,67,5,98550,429750,0,0,1900,1980,0,4.36,4,4,4,1,18,987022,200639,227.5080072,2229.285203
1510,408,21,103,18,1002,10002,4,4630,9972,1994,7978,0,1994,0,0,0,0,2,5,16,17,27.7,175.1,27.7,72,5,121500,302400,0,0,1935,0,0,2.15,4,4,4,1,18,986992,200624,349.3266273,3622.095997
1511,408,22,103,18,1002,10002,4,1472,8395,4395,4000,2930,1465,0,0,0,0,1,7,2,5,24.5,60.08,24.5,60,3,202500,1448100,0,0,1900,1985,2007,5.7,4,4,4,1,18,987024,200560,178.4592863,1646.147963
1512,408,24,103,18,1002,10002,5,2975,5338,5338,0,1438,3900,0,0,0,0,3,2,0,10,49.58,60,49.6,57,5,200700,387900,0,0,1900,0,0,1.79,4,4,4,1,18,986989,200574,226.0015852,3133.196505
1513,409,1,103,18,2002,10002,4,1945,7900,1788,6112,0,1788,0,0,0,0,1,5,16,17,22,88.42,22,77,5,292500,763200,0,0,1900,1978,2000,4.06,4,4,4,1,18,987066,201000,226.3193251,1961.331107
1514,409,3,103,18,2002,10002,4,2255,9750,1400,8350,0,1400,0,0,0,0,1,5,15,16,25.5,88.42,26,75,5,450000,1007550,0,0,1900,1996,0,4.32,6.02,6,6.5,1,18,987085,201048,236.8932619,2446.562343
